msoa11cd,ladnm,Wealth_Decile,IMD_2010,IMD_2019,IMD_Change,Inflow_Wealthier,Outflow_Poorer,Total_Inflow,Total_Outflow,Net_Cascade,Cascade_Ratio,Pct_Inflow_Wealthier
E02000413,Haringey,7,18.4555825,13.859,-4.5965824999999985,177.0,323.0,616.0,617.0,-146.0,0.5479876160990712,28.733766233766232
E02000414,Haringey,2,38.792615,29.449250000000003,-9.343364999999995,234.0,301.0,718.0,951.0,-67.0,0.7774086378737541,32.590529247910865
E02000415,Haringey,2,37.66319,27.118499999999997,-10.544690000000003,413.0,224.0,945.0,888.0,189.0,1.84375,43.7037037037037
E02000416,Haringey,4,32.09691,28.957600000000003,-3.1393099999999983,365.0,305.0,991.0,849.0,60.0,1.1967213114754098,36.83148335015136
E02000417,Haringey,7,19.6503375,13.73875,-5.9115874999999996,167.0,321.0,701.0,643.0,-154.0,0.5202492211838006,23.823109843081312
E02000418,Haringey,7,19.0773225,12.003499999999999,-7.073822500000002,54.0,226.0,384.0,348.0,-172.0,0.23893805309734514,14.0625
E02000419,Haringey,2,39.5699525,24.8415,-14.7284525,622.0,321.0,1404.0,1279.0,301.0,1.9376947040498442,44.3019943019943
E02000420,Haringey,1,44.1480275,36.3755,-7.772527499999995,515.0,0.0,844.0,1084.0,515.0,,61.01895734597157
E02000421,Haringey,1,48.9241875,42.20925,-6.714937500000005,548.0,0.0,838.0,988.0,548.0,,65.39379474940334
E02000422,Haringey,1,46.1420875,29.67575,-16.4663375,446.0,0.0,690.0,972.0,446.0,,64.6376811594203
E02000423,Haringey,2,38.02361,22.77475,-15.248859999999997,509.0,286.0,1088.0,1267.0,223.0,1.7797202797202798,46.783088235294116
E02000424,Haringey,5,27.9904,19.567999999999998,-8.422400000000003,242.0,394.0,719.0,698.0,-152.0,0.6142131979695431,33.65785813630042
E02000425,Haringey,4,31.812440000000002,27.8425,-3.969940000000001,55.0,469.0,638.0,753.0,-414.0,0.11727078891257996,8.620689655172415
E02000426,Haringey,8,17.536735,15.2085,-2.3282349999999994,103.0,362.0,653.0,604.0,-259.0,0.2845303867403315,15.773353751914243
E02000427,Haringey,3,33.44197,25.72,-7.721969999999999,375.0,501.0,1042.0,1099.0,-126.0,0.7485029940119761,35.98848368522073
E02000428,Haringey,1,44.782624999999996,31.14825,-13.634374999999995,576.0,0.0,866.0,1178.0,576.0,,66.51270207852194
E02000429,Haringey,7,18.76096,13.463750000000001,-5.29721,117.0,377.0,696.0,717.0,-260.0,0.3103448275862069,16.810344827586206
E02000430,Haringey,6,23.717950000000002,14.97425,-8.743700000000002,188.0,489.0,884.0,817.0,-301.0,0.38445807770961143,21.266968325791854
E02000431,Haringey,8,16.976185,13.953,-3.0231850000000016,73.0,571.0,780.0,810.0,-498.0,0.12784588441331,9.35897435897436
E02000432,Haringey,4,30.813115,23.622,-7.191115,253.0,457.0,853.0,844.0,-204.0,0.5536105032822757,29.66002344665885
E02000433,Harrow,9,11.13130625,12.23925,1.1079437500000004,21.0,237.0,616.0,417.0,-216.0,0.08860759493670886,3.4090909090909087
E02000434,Harrow,9,13.1965296,14.488400000000002,1.2918704000000023,44.0,451.0,648.0,694.0,-407.0,0.0975609756097561,6.790123456790123
E02000435,Harrow,6,21.6785625,20.6895,-0.9890625000000028,329.0,76.0,505.0,477.0,253.0,4.328947368421052,65.14851485148515
E02000436,Harrow,10,7.63788175,7.708,0.07011825000000016,0.0,235.0,249.0,278.0,-235.0,0.0,0.0
E02000437,Harrow,8,17.538425999999998,16.7098,-0.8286259999999963,138.0,271.0,585.0,464.0,-133.0,0.5092250922509225,23.589743589743588
E02000438,Harrow,7,19.19585,18.486600000000003,-0.7092499999999973,214.0,133.0,529.0,412.0,81.0,1.6090225563909775,40.45368620037807
E02000439,Harrow,7,19.429251999999998,19.101999999999997,-0.32725200000000143,227.0,259.0,666.0,677.0,-32.0,0.8764478764478765,34.08408408408408
E02000440,Harrow,9,10.79129,10.0872,-0.7040900000000008,10.0,371.0,452.0,519.0,-361.0,0.026954177897574125,2.2123893805309733
E02000441,Harrow,8,17.54883925,16.95775,-0.5910892499999996,130.0,119.0,480.0,340.0,11.0,1.0924369747899159,27.083333333333332
E02000442,Harrow,8,15.977972,14.4234,-1.5545719999999985,99.0,373.0,754.0,667.0,-274.0,0.26541554959785524,13.12997347480106
E02000443,Harrow,5,24.840888,21.878,-2.9628879999999995,666.0,97.0,998.0,826.0,569.0,6.865979381443299,66.73346693386773
E02000444,Harrow,8,14.31336,11.3826,-2.9307599999999994,85.0,361.0,554.0,697.0,-276.0,0.23545706371191136,15.342960288808664
E02000445,Harrow,6,22.937118,21.6246,-1.3125180000000007,474.0,238.0,925.0,891.0,236.0,1.9915966386554622,51.24324324324324
E02000447,Harrow,9,11.0292695,12.13,1.100730500000001,47.0,312.0,635.0,443.0,-265.0,0.15064102564102563,7.4015748031496065
E02000448,Harrow,10,8.460754,6.6205,-1.8402539999999998,0.0,260.0,481.0,444.0,-260.0,0.0,0.0
E02000449,Harrow,7,19.607866,18.4792,-1.1286660000000026,198.0,247.0,529.0,616.0,-49.0,0.8016194331983806,37.42911153119093
E02000451,Harrow,10,7.08457,7.4,0.3154300000000001,0.0,281.0,447.0,358.0,-281.0,0.0,0.0
E02000452,Harrow,7,18.1900875,17.37675,-0.8133374999999994,419.0,377.0,1306.0,1127.0,42.0,1.1114058355437666,32.08269525267994
E02000453,Harrow,9,12.887102500000001,12.401250000000001,-0.4858525,72.0,462.0,733.0,718.0,-390.0,0.15584415584415584,9.822646657571624
E02000454,Harrow,10,5.82586125,5.749750000000001,-0.07611124999999941,0.0,257.0,428.0,437.0,-257.0,0.0,0.0
E02000455,Harrow,7,19.218495,18.6355,-0.5829950000000004,495.0,347.0,1454.0,1254.0,148.0,1.4265129682997117,34.04401650618982
E02000456,Harrow,8,15.958852,14.9325,-1.026352000000001,130.0,240.0,516.0,528.0,-110.0,0.5416666666666666,25.1937984496124
E02000457,Harrow,10,10.27467675,11.49075,1.2160732500000009,0.0,405.0,444.0,491.0,-405.0,0.0,0.0
E02000459,Harrow,7,19.9941825,20.33825,0.34406749999999775,271.0,247.0,869.0,741.0,24.0,1.097165991902834,31.185270425776757
E02000460,Harrow,5,25.925665000000002,22.988500000000002,-2.9371650000000002,383.0,65.0,542.0,514.0,318.0,5.892307692307693,70.66420664206642
E02000461,Harrow,9,10.6825555,9.57425,-1.1083055000000002,49.0,506.0,784.0,730.0,-457.0,0.09683794466403162,6.25
E02000462,Harrow,8,16.15017,16.745,0.5948300000000017,61.0,377.0,470.0,573.0,-316.0,0.16180371352785147,12.978723404255318
E02000463,Harrow,7,18.40659,19.5216,1.115009999999998,157.0,160.0,455.0,475.0,-3.0,0.98125,34.505494505494504
E02000464,Havering,4,31.547600000000003,29.008000000000003,-2.5396,190.0,51.0,412.0,290.0,139.0,3.7254901960784315,46.116504854368934
E02000465,Havering,4,29.74153,28.5942,-1.1473300000000002,267.0,60.0,537.0,372.0,207.0,4.45,49.72067039106145
E02000466,Havering,6,23.63543,23.3674,-0.26802999999999955,221.0,105.0,494.0,346.0,116.0,2.104761904761905,44.73684210526316
E02000467,Havering,2,39.27497,39.8305,0.5555299999999974,517.0,14.0,704.0,632.0,503.0,36.92857142857143,73.4375
E02000468,Havering,7,18.660007999999998,19.2114,0.5513920000000034,88.0,156.0,502.0,378.0,-68.0,0.5641025641025641,17.52988047808765
E02000469,Havering,4,28.904044999999996,27.87675,-1.0272949999999952,270.0,136.0,509.0,463.0,134.0,1.9852941176470589,53.045186640471506
E02000470,Havering,9,12.552094,12.3274,-0.2246939999999995,61.0,193.0,597.0,385.0,-132.0,0.3160621761658031,10.217755443886096
E02000471,Havering,10,9.7104826,9.8786,0.16811739999999986,0.0,179.0,470.0,229.0,-179.0,0.0,0.0
E02000472,Havering,9,12.857086666666667,12.837000000000002,-0.02008666666666592,29.0,301.0,605.0,466.0,-272.0,0.09634551495016612,4.793388429752066
E02000473,Havering,9,10.712046,10.954,0.24195399999999978,52.0,229.0,587.0,454.0,-177.0,0.22707423580786026,8.858603066439523
E02000474,Havering,7,18.689152,19.609199999999998,0.9200479999999978,120.0,179.0,626.0,449.0,-59.0,0.6703910614525139,19.169329073482427
E02000475,Havering,9,11.142369166666667,10.405,-0.7373691666666673,102.0,225.0,642.0,459.0,-123.0,0.4533333333333333,15.887850467289718
E02000476,Havering,5,28.303516666666667,23.3094,-4.994116666666667,456.0,199.0,942.0,767.0,257.0,2.291457286432161,48.40764331210191
E02000477,Havering,10,8.5319685,7.5615,-0.9704685,0.0,313.0,579.0,436.0,-313.0,0.0,0.0
E02000478,Havering,10,8.95055125,8.3065,-0.6440512500000004,0.0,111.0,269.0,193.0,-111.0,0.0,0.0
E02000479,Havering,7,17.99359,17.863400000000002,-0.13018999999999892,216.0,297.0,871.0,792.0,-81.0,0.7272727272727273,24.799081515499427
E02000480,Havering,7,18.603168333333333,20.4295,1.8263316666666682,203.0,423.0,1258.0,1021.0,-220.0,0.4799054373522459,16.136724960254373
E02000481,Havering,10,9.983916,9.9406,-0.0433160000000008,0.0,152.0,438.0,314.0,-152.0,0.0,0.0
E02000482,Havering,10,4.07092775,4.25375,0.18282225000000007,0.0,130.0,340.0,244.0,-130.0,0.0,0.0
E02000483,Havering,8,15.0043238,13.644,-1.3603237999999997,196.0,140.0,563.0,393.0,56.0,1.4,34.81349911190053
E02000484,Havering,9,11.7378678,12.019,0.28113220000000005,45.0,151.0,495.0,339.0,-106.0,0.2980132450331126,9.090909090909092
E02000485,Havering,9,11.7455112,10.1022,-1.6433111999999994,125.0,193.0,549.0,450.0,-68.0,0.6476683937823834,22.768670309653917
E02000486,Havering,9,10.9550612,10.047,-0.9080611999999988,50.0,188.0,459.0,324.0,-138.0,0.26595744680851063,10.893246187363834
E02000487,Havering,10,4.5251592,5.640000000000001,1.1148408000000005,0.0,136.0,389.0,247.0,-136.0,0.0,0.0
E02000488,Havering,10,8.3720498,7.6728,-0.6992497999999996,0.0,177.0,546.0,268.0,-177.0,0.0,0.0
E02000489,Havering,8,16.9441934,16.343,-0.6011933999999997,90.0,213.0,454.0,446.0,-123.0,0.4225352112676056,19.823788546255507
E02000490,Havering,8,15.881648000000002,16.5228,0.6411519999999982,69.0,249.0,483.0,413.0,-180.0,0.27710843373493976,14.285714285714285
E02000491,Havering,5,27.322982000000003,27.044600000000003,-0.2783820000000006,413.0,146.0,1006.0,489.0,267.0,2.828767123287671,41.05367793240557
E02000492,Havering,9,12.34951625,14.264,1.9144837499999987,18.0,126.0,326.0,187.0,-108.0,0.14285714285714285,5.521472392638037
E02000493,Havering,6,21.558615,22.488,0.9293849999999999,133.0,147.0,422.0,390.0,-14.0,0.9047619047619048,31.516587677725116
E02000494,Hillingdon,10,9.8187524,10.252199999999998,0.43344759999999916,0.0,220.0,510.0,317.0,-220.0,0.0,0.0
E02000495,Hillingdon,8,14.743551666666667,12.020000000000001,-2.7235516666666655,187.0,222.0,722.0,614.0,-35.0,0.8423423423423423,25.90027700831025
E02000496,Hillingdon,7,19.98638,19.4478,-0.5385799999999996,168.0,87.0,432.0,308.0,81.0,1.9310344827586208,38.88888888888889
E02000497,Hillingdon,8,15.508667800000001,14.1286,-1.3800678000000008,141.0,147.0,532.0,460.0,-6.0,0.9591836734693877,26.50375939849624
E02000498,Hillingdon,9,13.34685275,11.506,-1.8408527499999998,79.0,136.0,331.0,261.0,-57.0,0.5808823529411765,23.867069486404834
E02000499,Hillingdon,10,8.793132799999999,6.9475999999999996,-1.845532799999999,0.0,167.0,423.0,279.0,-167.0,0.0,0.0
E02000500,Hillingdon,10,8.283544000000001,6.9718,-1.311744000000001,0.0,292.0,601.0,423.0,-292.0,0.0,0.0
E02000501,Hillingdon,10,9.1684066,8.780800000000001,-0.3876065999999998,0.0,297.0,525.0,471.0,-297.0,0.0,0.0
E02000502,Hillingdon,9,12.199138,8.7222,-3.4769379999999988,133.0,186.0,630.0,399.0,-53.0,0.7150537634408602,21.11111111111111
E02000503,Hillingdon,10,9.8365728,7.880599999999999,-1.9559728000000014,0.0,242.0,538.0,414.0,-242.0,0.0,0.0
E02000504,Hillingdon,10,6.950802400000001,6.1418,-0.8090024000000007,0.0,154.0,429.0,251.0,-154.0,0.0,0.0
E02000506,Hillingdon,10,9.7563994,8.6674,-1.0889993999999987,0.0,247.0,435.0,306.0,-247.0,0.0,0.0
E02000507,Hillingdon,8,13.4895952,11.0096,-2.4799951999999994,87.0,180.0,484.0,361.0,-93.0,0.48333333333333334,17.97520661157025
E02000508,Hillingdon,7,18.708180000000002,16.1325,-2.575680000000002,409.0,1013.0,1675.0,1499.0,-604.0,0.403751233958539,24.417910447761194
E02000509,Hillingdon,5,28.37433,19.05675,-9.31758,1173.0,211.0,2073.0,1228.0,962.0,5.559241706161138,56.58465991316932
E02000510,Hillingdon,8,16.1211632,16.012,-0.10916320000000113,61.0,382.0,646.0,558.0,-321.0,0.15968586387434555,9.442724458204333
E02000511,Hillingdon,8,16.091055,15.385166666666665,-0.7058883333333359,58.0,294.0,544.0,442.0,-236.0,0.19727891156462585,10.661764705882353
E02000512,Hillingdon,5,26.178656,26.102800000000002,-0.07585599999999815,298.0,106.0,620.0,504.0,192.0,2.811320754716981,48.064516129032256
E02000513,Hillingdon,3,33.5795,29.2318,-4.347700000000003,475.0,22.0,621.0,614.0,453.0,21.59090909090909,76.48953301127214
E02000514,Hillingdon,6,20.926736666666667,20.912333333333333,-0.01440333333333399,178.0,429.0,710.0,811.0,-251.0,0.4149184149184149,25.070422535211268
E02000515,Hillingdon,6,23.649816,25.358333333333334,1.708517333333333,513.0,464.0,1414.0,929.0,49.0,1.105603448275862,36.28005657708628
E02000516,Hillingdon,5,25.522512,23.3366,-2.1859119999999983,164.0,187.0,485.0,611.0,-23.0,0.8770053475935828,33.81443298969072
E02000517,Hillingdon,4,29.631972,26.810399999999998,-2.8215720000000033,373.0,113.0,741.0,630.0,260.0,3.3008849557522124,50.337381916329285
E02000518,Hillingdon,4,28.804452000000005,28.076800000000002,-0.7276520000000026,422.0,46.0,652.0,497.0,376.0,9.173913043478262,64.7239263803681
E02000519,Hillingdon,4,29.321152,29.9378,0.6166479999999979,231.0,66.0,544.0,575.0,165.0,3.5,42.463235294117645
E02000520,Hillingdon,4,29.331173333333336,26.44666666666667,-2.8845066666666668,580.0,167.0,1106.0,1253.0,413.0,3.4730538922155687,52.44122965641953
E02000521,Hillingdon,3,33.906174,28.261599999999998,-5.644574000000002,714.0,29.0,908.0,788.0,685.0,24.620689655172413,78.63436123348018
E02000522,Hillingdon,5,27.097104,24.605,-2.492104000000001,280.0,173.0,650.0,565.0,107.0,1.6184971098265897,43.07692307692308
E02000523,Hillingdon,6,23.186252,20.1904,-2.9958519999999993,162.0,485.0,934.0,973.0,-323.0,0.334020618556701,17.34475374732334
E02000524,Hillingdon,6,23.1035325,24.0885,0.9849674999999998,135.0,281.0,669.0,533.0,-146.0,0.4804270462633452,20.179372197309416
E02000525,Hillingdon,5,27.47941,23.506999999999998,-3.9724100000000035,334.0,181.0,841.0,815.0,153.0,1.8453038674033149,39.71462544589774
E02000526,Hounslow,9,12.138169999999999,10.575,-1.5631699999999995,31.0,666.0,941.0,944.0,-635.0,0.046546546546546545,3.294367693942614
E02000528,Hounslow,3,33.148285,30.442166666666665,-2.706118333333336,0.0,0.0,0.0,0.0,0.0,,
E02000529,Hounslow,6,23.563542,22.725,-0.8385420000000003,245.0,261.0,569.0,590.0,-16.0,0.9386973180076629,43.05799648506151
E02000530,Hounslow,3,33.7930425,33.327,-0.46604250000000036,321.0,22.0,401.0,483.0,299.0,14.590909090909092,80.0498753117207
E02000531,Hounslow,6,22.402664,23.455000000000002,1.0523360000000004,441.0,438.0,964.0,1318.0,3.0,1.0068493150684932,45.74688796680498
E02000532,Hounslow,8,16.438502833333335,14.660833333333334,-1.7776695,183.0,339.0,796.0,736.0,-156.0,0.5398230088495575,22.98994974874372
E02000533,Hounslow,8,17.366392,15.9512,-1.4151920000000011,133.0,386.0,793.0,808.0,-253.0,0.344559585492228,16.77175283732661
E02000534,Hounslow,9,13.31310475,13.696,0.3828952499999989,29.0,424.0,686.0,682.0,-395.0,0.06839622641509434,4.227405247813411
E02000535,Hounslow,7,19.540908,19.6124,0.07149199999999922,36.0,428.0,560.0,826.0,-392.0,0.08411214953271028,6.428571428571428
E02000536,Hounslow,7,19.578854,20.9284,1.3495460000000001,142.0,314.0,821.0,749.0,-172.0,0.45222929936305734,17.295980511571255
E02000537,Hounslow,9,12.0804536,16.128,4.0475464,21.0,647.0,926.0,925.0,-626.0,0.03245749613601236,2.267818574514039
E02000538,Hounslow,5,24.41526,22.156799999999997,-2.258460000000003,298.0,134.0,748.0,1032.0,164.0,2.2238805970149254,39.839572192513366
E02000539,Hounslow,6,22.865534,22.1704,-0.6951339999999995,494.0,209.0,987.0,839.0,285.0,2.3636363636363638,50.050658561296856
E02000540,Hounslow,7,17.631728,19.8054,2.173672,278.0,502.0,1309.0,1203.0,-224.0,0.5537848605577689,21.237585943468297
E02000541,Hounslow,5,27.906142,24.0868,-3.819341999999999,448.0,99.0,798.0,943.0,349.0,4.525252525252525,56.14035087719298
E02000542,Hounslow,6,23.794601999999998,23.813,0.018398000000001247,413.0,346.0,1029.0,1152.0,67.0,1.19364161849711,40.136054421768705
E02000543,Hounslow,7,18.8465925,21.265833333333333,2.4192408333333333,291.0,628.0,1725.0,1723.0,-337.0,0.46337579617834396,16.869565217391305
E02000544,Hounslow,9,12.501178,14.346,1.8448220000000006,28.0,388.0,536.0,563.0,-360.0,0.07216494845360824,5.223880597014925
E02000545,Hounslow,5,27.195512,26.082600000000003,-1.112911999999998,460.0,49.0,698.0,635.0,411.0,9.387755102040817,65.90257879656161
E02000546,Hounslow,7,19.627802,20.6094,0.9815980000000017,84.0,416.0,740.0,841.0,-332.0,0.20192307692307693,11.351351351351353
E02000547,Hounslow,5,24.10154,20.3554,-3.7461400000000005,385.0,91.0,785.0,600.0,294.0,4.230769230769231,49.044585987261144
E02000548,Hounslow,5,28.133474,27.6522,-0.4812739999999991,304.0,57.0,699.0,517.0,247.0,5.333333333333333,43.490701001430615
E02000549,Hounslow,6,23.199893333333335,22.314999999999998,-0.8848933333333378,319.0,317.0,917.0,724.0,2.0,1.0063091482649842,34.78735005452563
E02000550,Hounslow,5,26.27908,26.747666666666664,0.4685866666666634,371.0,63.0,720.0,671.0,308.0,5.888888888888889,51.52777777777777
E02000551,Hounslow,2,36.858418,32.3926,-4.465817999999999,567.0,3.0,609.0,425.0,564.0,189.0,93.10344827586206
E02000552,Hounslow,7,18.270454,17.681400000000004,-0.5890539999999973,103.0,263.0,650.0,437.0,-160.0,0.3916349809885932,15.846153846153847
E02000553,Hounslow,5,26.0994425,21.54525,-4.554192499999999,231.0,57.0,387.0,317.0,174.0,4.052631578947368,59.68992248062015
E02000554,Islington,1,43.84276666666667,36.55566666666667,-7.287100000000002,788.0,0.0,973.0,1090.0,788.0,,80.98663926002055
E02000555,Islington,3,34.020738333333334,26.361166666666666,-7.659571666666668,501.0,393.0,1091.0,1197.0,108.0,1.2748091603053435,45.9211732355637
E02000556,Islington,3,35.44588666666667,28.782833333333333,-6.663053333333334,778.0,677.0,1780.0,1748.0,101.0,1.1491875923190547,43.70786516853933
E02000557,Islington,2,39.770954,33.5216,-6.249354000000004,677.0,163.0,1076.0,1125.0,514.0,4.153374233128834,62.9182156133829
E02000558,Islington,1,51.607479999999995,41.2808,-10.326679999999996,906.0,0.0,1189.0,1287.0,906.0,,76.19848612279226
E02000559,Islington,4,29.913230000000002,20.031,-9.882230000000003,354.0,618.0,1341.0,1248.0,-264.0,0.5728155339805825,26.39821029082774
E02000560,Islington,3,34.313715,26.63525,-7.678465000000003,443.0,642.0,1205.0,1569.0,-199.0,0.6900311526479751,36.76348547717843
E02000561,Islington,4,28.64139,17.42375,-11.217640000000003,305.0,406.0,915.0,1045.0,-101.0,0.7512315270935961,33.33333333333333
E02000562,Islington,3,33.791674,23.7806,-10.011074,394.0,375.0,882.0,949.0,19.0,1.0506666666666666,44.67120181405896
E02000563,Islington,2,39.965506,35.9822,-3.983305999999999,635.0,169.0,1113.0,1112.0,466.0,3.757396449704142,57.053009883198555
E02000564,Islington,2,40.275220000000004,28.286714285714286,-11.988505714285719,1134.0,288.0,1949.0,1948.0,846.0,3.9375,58.1836839404823
E02000565,Islington,2,41.590794,30.2682,-11.322594000000002,501.0,234.0,932.0,1004.0,267.0,2.141025641025641,53.75536480686696
E02000566,Islington,4,28.998448000000003,19.5766,-9.421848000000004,398.0,523.0,1232.0,1116.0,-125.0,0.7609942638623327,32.3051948051948
E02000567,Islington,2,36.822645,27.13966666666667,-9.682978333333331,710.0,174.0,1362.0,1303.0,536.0,4.080459770114943,52.12922173274597
E02000568,Islington,1,43.011987999999995,32.254200000000004,-10.75778799999999,1249.0,0.0,1675.0,1410.0,1249.0,,74.56716417910447
E02000569,Islington,2,38.27555,28.591166666666666,-9.684383333333336,631.0,208.0,1083.0,1304.0,423.0,3.0336538461538463,58.264081255771
E02000570,Islington,6,22.55531,16.155,-6.4003099999999975,160.0,930.0,1149.0,1253.0,-770.0,0.17204301075268819,13.92515230635335
E02000571,Islington,2,39.484638000000004,32.322199999999995,-7.162438000000009,568.0,167.0,1063.0,1037.0,401.0,3.4011976047904193,53.43367826904986
E02000572,Islington,1,43.954856,35.8868,-8.068055999999999,729.0,0.0,874.0,870.0,729.0,,83.4096109839817
E02000573,Islington,5,28.048892000000002,21.7846,-6.264292000000001,408.0,818.0,1667.0,1462.0,-410.0,0.49877750611246946,24.4751049790042
E02000574,Islington,4,32.590378,25.701599999999996,-6.888778000000006,460.0,608.0,1140.0,1385.0,-148.0,0.756578947368421,40.35087719298245
E02000575,Islington,5,27.220042,22.059142857142856,-5.160899142857144,452.0,1032.0,1592.0,1891.0,-580.0,0.437984496124031,28.391959798994975
E02000576,Islington,3,33.294262,26.369,-6.925262000000004,624.0,439.0,1405.0,1352.0,185.0,1.4214123006833712,44.412811387900355
E02000577,Kensington and Chelsea,1,48.091642,49.696,1.6043579999999977,426.0,0.0,526.0,599.0,426.0,,80.98859315589354
E02000578,Kensington and Chelsea,2,41.982745,43.801,1.8182550000000006,194.0,37.0,298.0,329.0,157.0,5.243243243243243,65.1006711409396
E02000579,Kensington and Chelsea,2,37.374948,30.3632,-7.011748000000004,482.0,82.0,765.0,812.0,400.0,5.878048780487805,63.006535947712415
E02000580,Kensington and Chelsea,2,39.557168000000004,35.164,-4.393168000000003,531.0,95.0,741.0,778.0,436.0,5.589473684210526,71.65991902834008
E02000581,Kensington and Chelsea,2,41.024862,41.340199999999996,0.315337999999997,266.0,59.0,492.0,557.0,207.0,4.508474576271187,54.0650406504065
E02000582,Kensington and Chelsea,7,18.69563,16.9728,-1.7228300000000019,175.0,482.0,904.0,975.0,-307.0,0.3630705394190871,19.358407079646017
E02000583,Kensington and Chelsea,7,18.885946,17.0654,-1.8205460000000002,195.0,358.0,768.0,710.0,-163.0,0.5446927374301676,25.390625
E02000584,Kensington and Chelsea,9,12.977908,11.7632,-1.214708,15.0,650.0,913.0,911.0,-635.0,0.023076923076923078,1.642935377875137
E02000585,Kensington and Chelsea,7,19.5906378,16.2906,-3.3000377999999984,264.0,417.0,906.0,838.0,-153.0,0.6330935251798561,29.13907284768212
E02000586,Kensington and Chelsea,9,11.5641586,9.5532,-2.0109586000000004,21.0,534.0,820.0,818.0,-513.0,0.03932584269662921,2.5609756097560976
E02000587,Kensington and Chelsea,9,13.434720000000002,11.514,-1.9207200000000029,10.0,574.0,894.0,818.0,-564.0,0.017421602787456445,1.1185682326621924
E02000588,Kensington and Chelsea,9,11.232489000000001,11.0514,-0.18108900000000183,30.0,442.0,890.0,752.0,-412.0,0.06787330316742081,3.3707865168539324
E02000589,Kensington and Chelsea,7,18.40635,17.5076,-0.8987499999999997,475.0,498.0,1327.0,1087.0,-23.0,0.9538152610441767,35.79502637528259
E02000590,Kensington and Chelsea,7,19.411446,20.7684,1.3569539999999982,251.0,251.0,790.0,628.0,0.0,1.0,31.772151898734176
E02000591,Kensington and Chelsea,4,30.61139,29.119,-1.4923900000000003,599.0,148.0,901.0,810.0,451.0,4.047297297297297,66.48168701442842
E02000592,Kensington and Chelsea,9,13.022582,11.4146,-1.6079819999999998,11.0,660.0,916.0,927.0,-649.0,0.016666666666666666,1.2008733624454149
E02000593,Kensington and Chelsea,5,24.216472000000003,19.8448,-4.371672000000004,664.0,244.0,1185.0,1146.0,420.0,2.721311475409836,56.0337552742616
E02000594,Kensington and Chelsea,8,14.3737046,12.921199999999999,-1.452504600000001,104.0,326.0,530.0,613.0,-222.0,0.31901840490797545,19.622641509433965
E02000595,Kensington and Chelsea,8,15.182024000000002,15.1554,-0.026624000000001757,148.0,449.0,746.0,765.0,-301.0,0.32962138084632514,19.839142091152816
E02000596,Kensington and Chelsea,8,14.946292,12.4388,-2.507491999999999,213.0,584.0,982.0,984.0,-371.0,0.3647260273972603,21.69042769857434
E02000597,Kensington and Chelsea,4,31.74846,34.4368,2.6883399999999966,350.0,72.0,530.0,529.0,278.0,4.861111111111111,66.0377358490566
E02000598,Kingston upon Thames,10,6.9035302000000005,5.8556,-1.0479302000000006,0.0,228.0,510.0,397.0,-228.0,0.0,0.0
E02000599,Kingston upon Thames,10,8.4295052,7.6158,-0.8137051999999994,0.0,376.0,437.0,579.0,-376.0,0.0,0.0
E02000600,Kingston upon Thames,10,10.178832,8.9938,-1.1850319999999996,0.0,448.0,820.0,731.0,-448.0,0.0,0.0
E02000601,Kingston upon Thames,9,11.143201000000001,8.876,-2.267201000000002,247.0,279.0,1042.0,910.0,-32.0,0.8853046594982079,23.704414587332053
E02000602,Kingston upon Thames,6,22.465004,19.6332,-2.8318040000000018,846.0,133.0,1265.0,1105.0,713.0,6.360902255639098,66.87747035573123
E02000603,Kingston upon Thames,7,17.5756084,17.982400000000002,0.4067916000000018,387.0,177.0,669.0,690.0,210.0,2.1864406779661016,57.847533632286996
E02000604,Kingston upon Thames,10,9.2325796,10.597199999999999,1.3646203999999997,0.0,415.0,777.0,770.0,-415.0,0.0,0.0
E02000605,Kingston upon Thames,10,9.542975799999999,11.221799999999998,1.6788241999999993,0.0,271.0,585.0,506.0,-271.0,0.0,0.0
E02000606,Kingston upon Thames,9,11.707365,9.615,-2.092364999999999,434.0,544.0,1643.0,1339.0,-110.0,0.7977941176470589,26.41509433962264
E02000607,Kingston upon Thames,10,9.090576,8.124749999999999,-0.9658260000000016,0.0,553.0,734.0,764.0,-553.0,0.0,0.0
E02000608,Kingston upon Thames,9,13.06312425,12.281,-0.782124249999999,212.0,330.0,914.0,899.0,-118.0,0.6424242424242425,23.194748358862142
E02000609,Kingston upon Thames,9,12.8371356,13.4248,0.5876643999999995,181.0,138.0,446.0,382.0,43.0,1.3115942028985508,40.582959641255606
E02000610,Kingston upon Thames,8,14.316555600000001,14.389199999999999,0.07264439999999794,523.0,129.0,904.0,661.0,394.0,4.054263565891473,57.85398230088495
E02000611,Kingston upon Thames,10,5.4913678,5.7528,0.2614321999999998,0.0,142.0,351.0,206.0,-142.0,0.0,0.0
E02000612,Kingston upon Thames,10,8.240099,9.2146,0.9745010000000001,0.0,274.0,485.0,408.0,-274.0,0.0,0.0
E02000613,Kingston upon Thames,9,11.717505,11.154,-0.5635049999999993,106.0,153.0,618.0,400.0,-47.0,0.6928104575163399,17.15210355987055
E02000614,Kingston upon Thames,9,12.951280399999998,15.067599999999999,2.1163196000000006,188.0,176.0,661.0,537.0,12.0,1.0681818181818181,28.44175491679274
E02000615,Kingston upon Thames,9,10.6945394,10.2762,-0.4183394000000007,122.0,121.0,445.0,321.0,1.0,1.0082644628099173,27.415730337078653
