msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Rank_2010,IMD_Rank_2019,IMD_Pctile_2010,IMD_Pctile_2019,IMD_Pctile_Change,IMD_Score_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21
E02000012,Barking and Dagenham,7,6,20.34209,20.5994,13995.2,14076.6,0.4308601687088234,0.4285896967482645,-0.002270471960558851,0.25731000000000037,29.0,467.0,608,590,1198,496.0,11.304674457429048,-438.0,4.769736842105264,22.0,416.0,526.0,619.0,1145.0,438.0,7.993013100436682,-394.0,4.182509505703422
E02000013,Barking and Dagenham,2,1,36.96207,35.986599999999996,5597.4,5578.6,0.17232313281201897,0.1698514188284009,-0.0024717139836180624,-0.9754700000000014,302.0,72.0,567,546,1113,374.0,19.536388140161726,230.0,53.26278659611992,336.0,81.0,620.0,488.0,1108.0,417.0,24.56317689530686,255.0,54.19354838709678
E02000014,Barking and Dagenham,2,1,36.57574666666667,36.68716666666666,5699.333333333333,5358.0,0.17546128111979967,0.16313481914504932,-0.012326461974750347,0.11141999999999541,374.0,104.0,655,625,1280,478.0,30.3875,270.0,57.099236641221374,243.0,98.0,507.0,593.0,1100.0,341.0,21.64909090909091,145.0,47.928994082840234
E02000015,Barking and Dagenham,1,1,44.5030775,38.8095,3402.25,4823.5,0.10474262668554891,0.14686091828035563,0.04211829159480672,-5.6935775000000035,578.0,0.0,676,590,1266,578.0,0.0,578.0,85.50295857988166,363.0,0.0,460.0,414.0,874.0,363.0,0.0,363.0,78.91304347826087
E02000016,Barking and Dagenham,2,2,39.5605975,34.080749999999995,4762.0,6289.0,0.14660427313589064,0.19148094020216783,0.04487666706627719,-5.479847500000005,533.0,199.0,1006,979,1985,732.0,53.43425692695214,334.0,52.98210735586481,581.0,219.0,1268.0,1158.0,2426.0,800.0,52.44806265457543,362.0,45.82018927444795
E02000017,Barking and Dagenham,5,3,26.258841999999998,27.4704,10467.0,9633.2,0.32224000985161017,0.2933016684934843,-0.02893834135812584,1.2115580000000037,107.0,626.0,771,920,1691,733.0,39.61088113542283,-519.0,13.878080415045396,129.0,456.0,659.0,806.0,1465.0,585.0,40.152901023890784,-327.0,19.575113808801213
E02000018,Barking and Dagenham,2,1,36.75792199999999,36.2426,5755.8,5638.8,0.177199679822671,0.17168432590427476,-0.0055153539183962486,-0.5153219999999905,425.0,112.0,810,735,1545,537.0,30.80906148867314,313.0,52.46913580246913,302.0,121.0,573.0,669.0,1242.0,423.0,29.421900161030596,181.0,52.70506108202443
E02000019,Barking and Dagenham,3,2,33.491735999999996,32.1212,6851.2,7091.8,0.21092297272335445,0.21592376080867132,0.005000788085316871,-1.3705359999999942,165.0,254.0,526,610,1136,419.0,36.892605633802816,-89.0,31.368821292775667,204.0,157.0,701.0,514.0,1215.0,361.0,26.360493827160493,47.0,29.101283880171184
E02000020,Barking and Dagenham,3,2,32.663078,32.8872,7210.0,6782.2,0.22196909057324055,0.2064973815613202,-0.015471709011920354,0.22412200000000126,287.0,343.0,762,688,1450,630.0,67.8903448275862,-56.0,37.664041994750654,277.0,257.0,785.0,768.0,1553.0,534.0,45.83966516419832,20.0,35.28662420382165
E02000021,Barking and Dagenham,4,2,30.527017999999998,32.107,8065.2,7265.2,0.24829751862570038,0.22120326391426132,-0.02709425471143906,1.579982000000001,144.0,431.0,809,670,1479,575.0,41.96348884381339,-287.0,17.79975278121137,160.0,299.0,559.0,566.0,1125.0,459.0,42.52444444444444,-139.0,28.622540250447226
E02000022,Barking and Dagenham,1,1,51.3073,38.6168,2074.3333333333335,4792.2,0.06386101020052132,0.1459079283887468,0.08204691818822549,-12.6905,609.0,0.0,734,694,1428,609.0,0.0,609.0,82.9700272479564,407.0,0.0,541.0,764.0,1305.0,407.0,0.0,407.0,75.23105360443623
E02000023,Barking and Dagenham,1,1,44.653687500000004,39.55325,3654.25,4816.25,0.11250076965704082,0.14664017781025454,0.034139408153213716,-5.100437500000005,414.0,0.0,543,528,1071,414.0,0.0,414.0,76.24309392265194,403.0,0.0,587.0,500.0,1087.0,403.0,0.0,403.0,68.6541737649063
E02000024,Barnet,10,10,8.781205333333334,8.812666666666667,25550.333333333332,26074.0,0.7865997578145846,0.7938740713676774,0.007274313553092826,0.031461333333332675,0.0,462.0,658,503,1161,462.0,0.0,-462.0,0.0,0.0,472.0,751.0,622.0,1373.0,472.0,0.0,-472.0,0.0
E02000025,Barnet,8,7,16.281726799999998,16.2676,17800.8,18590.8,0.5480204420910042,0.5660333698696871,0.018012927778682908,-0.01412679999999611,199.0,210.0,655,518,1173,409.0,35.626598465473144,-11.0,30.38167938931298,176.0,173.0,679.0,499.0,1178.0,349.0,25.847198641765704,3.0,25.920471281296027
E02000026,Barnet,10,9,9.58893975,10.870750000000001,24584.25,23689.25,0.7568576442337295,0.7212656801851175,-0.03559196404861198,1.2818102500000013,0.0,343.0,526,392,918,343.0,0.0,-343.0,0.0,0.0,226.0,435.0,312.0,747.0,226.0,0.0,-226.0,0.0
E02000027,Barnet,6,5,21.058396666666667,22.401,14649.333333333334,14234.333333333334,0.4509985017342939,0.4333921974586936,-0.017606304275600282,1.342603333333333,416.0,95.0,581,552,1133,511.0,34.880847308031775,321.0,71.60068846815835,339.0,82.0,536.0,402.0,938.0,421.0,29.63539445628998,257.0,63.24626865671642
E02000028,Barnet,9,8,12.813476999999999,12.6065,21242.5,21540.25,0.6539775875869712,0.655835160151017,0.0018575725640457286,-0.2069769999999984,90.0,288.0,551,419,970,378.0,26.721649484536083,-198.0,16.33393829401089,77.0,405.0,539.0,564.0,1103.0,482.0,28.27289211242067,-328.0,14.285714285714285
E02000029,Barnet,8,7,13.631214,15.6478,20254.2,19066.8,0.6235515054491719,0.5805261234928754,-0.04302538195629657,2.016586,189.0,291.0,692,595,1287,480.0,42.73426573426573,-102.0,27.3121387283237,169.0,208.0,711.0,527.0,1238.0,377.0,28.394184168012924,-39.0,23.769338959212376
E02000030,Barnet,9,8,12.586151166666667,13.114833333333332,21632.833333333332,21674.333333333332,0.6659944995176816,0.6599175902244956,-0.00607690929318605,0.5286821666666643,80.0,345.0,560,574,1134,425.0,24.33862433862434,-265.0,14.285714285714285,23.0,313.0,561.0,481.0,1042.0,336.0,6.908829174664107,-290.0,4.09982174688057
E02000031,Barnet,9,10,10.320365599999999,9.03,23721.6,25782.6,0.7302998583831044,0.7850018268176836,0.054701968434579196,-1.2903655999999994,68.0,349.0,647,475,1122,417.0,21.151515151515152,-281.0,10.510046367851624,45.0,321.0,642.0,472.0,1114.0,366.0,12.966786355475763,-276.0,7.009345794392523
E02000032,Barnet,10,10,7.917868400000001,8.331999999999999,26605.4,26605.8,0.8190813373560741,0.8100657654366094,-0.009015571919464782,0.4141315999999984,0.0,413.0,437,473,910,413.0,0.0,-413.0,0.0,0.0,340.0,379.0,416.0,795.0,340.0,0.0,-340.0,0.0
E02000033,Barnet,7,7,18.826558,18.0588,16313.8,18015.2,0.5022412413028754,0.5485080988917306,0.04626685758885518,-0.767757999999997,304.0,206.0,642,546,1188,510.0,52.71380471380471,98.0,47.35202492211838,225.0,187.0,520.0,511.0,1031.0,412.0,40.80989330746848,38.0,43.269230769230774
E02000034,Barnet,8,8,14.700139400000001,12.4586,19244.2,21887.0,0.5924573609999384,0.6663926440141273,0.07393528301418895,-2.2415394000000006,128.0,288.0,698,677,1375,416.0,26.810181818181817,-160.0,18.33810888252149,136.0,301.0,630.0,690.0,1320.0,437.0,31.01212121212121,-165.0,21.58730158730159
E02000035,Barnet,8,8,13.8967664,13.252600000000001,19982.0,21057.0,0.6151714795886953,0.6411216660577275,0.025950186469032133,-0.6441663999999996,228.0,337.0,811,780,1591,565.0,48.29415461973601,-109.0,28.113440197287296,179.0,312.0,821.0,829.0,1650.0,491.0,33.847272727272724,-133.0,21.8026796589525
E02000036,Barnet,8,7,17.157709,16.2515,17421.666666666668,18621.166666666668,0.5363483365145825,0.5669579425973288,0.03060960608274632,-0.9062090000000005,145.0,389.0,747,714,1461,534.0,38.607118412046546,-244.0,19.410977242302543,99.0,268.0,584.0,627.0,1211.0,367.0,21.90916597853014,-169.0,16.95205479452055
E02000037,Barnet,8,9,14.989475833333335,11.291166666666667,21186.333333333332,23715.5,0.6522484247685898,0.7220649129216904,0.0698164881531006,-3.698309166666668,145.0,331.0,689,563,1252,476.0,38.334664536741215,-186.0,21.04499274310595,108.0,221.0,625.0,521.0,1146.0,329.0,20.827225130890053,-113.0,17.28
E02000038,Barnet,8,7,15.607091666666667,15.811833333333334,17866.5,18275.333333333332,0.550043100794286,0.5564283684488288,0.006385267654542837,0.20474166666666704,175.0,471.0,974,850,1824,646.0,45.1891447368421,-296.0,17.967145790554415,90.0,379.0,812.0,750.0,1562.0,469.0,21.837387964148526,-289.0,11.083743842364532
E02000039,Barnet,9,9,10.868991,10.53275,22987.0,24108.5,0.7076842558955729,0.7340305687492388,0.026346312853665843,-0.33624099999999935,23.0,380.0,467,502,969,403.0,9.019607843137255,-357.0,4.925053533190578,22.0,258.0,537.0,412.0,949.0,280.0,5.981032665964173,-236.0,4.0968342644320295
E02000040,Barnet,7,7,18.05744275,15.750250000000001,16906.25,19087.0,0.5204805738562897,0.5811411521130192,0.06066057825672955,-2.3071927499999987,374.0,259.0,663,695,1358,633.0,71.3298969072165,115.0,56.41025641025641,338.0,144.0,791.0,492.0,1283.0,482.0,37.9360872954014,194.0,42.7307206068268
E02000041,Barnet,7,6,17.778252000000002,18.5208,16540.2,16604.4,0.5092112554645649,0.5055535257581294,-0.0036577297064355196,0.7425479999999993,360.0,255.0,739,622,1361,615.0,67.4504041146216,105.0,48.714479025710425,270.0,233.0,646.0,583.0,1229.0,503.0,51.18795768917819,37.0,41.795665634674926
E02000042,Barnet,8,8,16.20734,14.8745,17469.333333333332,19222.166666666668,0.5378158159390841,0.5852565663946737,0.0474407504555896,-1.3328399999999991,262.0,439.0,1199,948,2147,701.0,53.57149510945506,-177.0,21.851542952460385,166.0,397.0,1119.0,1050.0,2169.0,563.0,30.383586906408482,-231.0,14.83467381590706
E02000043,Barnet,10,10,8.2839764,7.3962,26253.4,27739.4,0.8082445662212919,0.844580440872001,0.03633587465070909,-0.8877763999999999,0.0,585.0,603,641,1244,585.0,0.0,-585.0,0.0,0.0,454.0,518.0,499.0,1017.0,454.0,0.0,-454.0,0.0
E02000044,Barnet,6,4,23.0210196,23.834200000000003,12969.6,12755.4,0.3992857582661166,0.3883631713554987,-0.010922586910617926,0.8131804000000038,343.0,220.0,644,665,1309,563.0,57.64705882352941,123.0,53.2608695652174,235.0,145.0,512.0,497.0,1009.0,380.0,33.77106045589693,90.0,45.8984375
E02000045,Barnet,6,6,22.11035166666667,20.138499999999997,13684.166666666666,15828.0,0.4212846089116023,0.4819145049324078,0.060629896020805485,-1.971851666666673,504.0,245.0,854,764,1618,749.0,76.31644004944376,259.0,59.01639344262295,329.0,250.0,773.0,794.0,1567.0,579.0,52.488832163369494,79.0,42.5614489003881
E02000046,Barnet,8,8,14.184187499999998,12.43975,19141.5,21682.5,0.5892956098762392,0.6601662404092071,0.07087063053296794,-1.7444374999999983,226.0,377.0,800,830,1630,603.0,52.27116564417178,-151.0,28.249999999999996,148.0,411.0,749.0,831.0,1580.0,559.0,38.49873417721519,-263.0,19.759679572763687
E02000047,Barnet,5,4,26.25945333333333,26.3125,10605.166666666666,10122.5,0.3264936477638897,0.308199366703203,-0.0182942810606867,0.05304666666667046,640.0,201.0,1048,946,1994,841.0,64.5135406218656,439.0,61.06870229007634,484.0,124.0,866.0,850.0,1716.0,608.0,34.97435897435897,360.0,55.8891454965358
E02000048,Barnet,9,8,12.3057776,12.468,21543.4,21993.8,0.6632411797303122,0.6696443794909268,0.006403199760614653,0.1622223999999992,72.0,518.0,788,758,1546,590.0,24.124191461837,-446.0,9.137055837563452,64.0,492.0,689.0,743.0,1432.0,556.0,21.988826815642458,-428.0,9.288824383164005
E02000049,Barnet,2,1,37.335024,35.8512,5475.8,5710.4,0.16857952096545778,0.17386432834003168,0.005284807374573902,-1.4838239999999985,561.0,30.0,590,913,1503,591.0,11.197604790419161,531.0,95.08474576271186,430.0,27.0,543.0,504.0,1047.0,457.0,11.088825214899714,403.0,79.18968692449356
E02000050,Barnet,6,7,21.830268166666666,18.220499999999998,14585.166666666666,17791.833333333332,0.4490230486628492,0.541707262615191,0.09268421395234178,-3.6097681666666688,552.0,294.0,910,942,1852,846.0,87.62850971922246,258.0,60.65934065934066,438.0,184.0,794.0,774.0,1568.0,622.0,51.39795918367347,254.0,55.16372795969773
E02000051,Barnet,9,9,12.8546876,10.2584,21295.0,24405.0,0.6555938673726988,0.7430580928023384,0.08746422542963961,-2.5962876,102.0,617.0,860,801,1661,719.0,37.88922335942203,-515.0,11.86046511627907,120.0,589.0,800.0,873.0,1673.0,709.0,42.24745965331739,-469.0,15.0
E02000052,Barnet,8,8,16.896451666666668,12.220500000000001,18025.666666666668,22795.333333333332,0.5549432506208567,0.6940486339463322,0.1391053833254755,-4.675951666666666,183.0,563.0,1068,922,1990,746.0,51.77336683417085,-380.0,17.134831460674157,194.0,537.0,959.0,951.0,1910.0,731.0,54.5434554973822,-343.0,20.229405630865486
E02000053,Barnet,6,6,21.248153333333335,20.275399999999998,13515.666666666666,14600.8,0.4160971204564579,0.44454999391060773,0.02845287345414982,-0.9727533333333369,390.0,311.0,876,817,1693,701.0,71.64205552274069,79.0,44.52054794520548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000054,Barnet,8,7,15.1233975,16.443,18464.0,17882.25,0.5684379040699464,0.5444601753744976,-0.023977728695448786,1.319602500000002,139.0,443.0,729,750,1479,582.0,41.6342123056119,-304.0,19.06721536351166,151.0,503.0,765.0,849.0,1614.0,654.0,47.058859975216855,-352.0,19.73856209150327
E02000055,Barnet,7,7,18.198875,15.539000000000001,16107.833333333334,18887.0,0.4959002934958849,0.5750517598343685,0.07915146633848363,-2.6598749999999995,570.0,454.0,1091,1188,2279,1024.0,113.54980254497586,116.0,52.24564619615032,485.0,558.0,1389.0,1535.0,2924.0,1043.0,92.5547195622435,-73.0,34.91720662347012
E02000056,Barnet,10,10,9.041926,8.118,25270.166666666668,26896.333333333332,0.7779744679104325,0.8189116226200626,0.04093715470963011,-0.9239259999999998,0.0,612.0,729,684,1413,612.0,0.0,-612.0,0.0,0.0,549.0,746.0,731.0,1477.0,549.0,0.0,-549.0,0.0
E02000057,Barnet,8,8,15.863715000000001,13.831,17675.75,20401.5,0.5441706175728096,0.6211636828644502,0.07699306529164063,-2.0327150000000014,185.0,364.0,691,714,1405,549.0,47.928825622775804,-179.0,26.772793053545584,173.0,448.0,775.0,835.0,1610.0,621.0,48.13913043478261,-275.0,22.322580645161292
E02000058,Barnet,10,9,10.285124833333333,10.081333333333333,23819.333333333332,24532.5,0.7333087043080271,0.746940080379978,0.013631376071950974,-0.20379149999999946,0.0,872.0,948,966,1914,872.0,0.0,-872.0,0.0,0.0,745.0,944.0,920.0,1864.0,745.0,0.0,-745.0,0.0
E02000059,Barnet,5,5,24.816316666666665,22.362666666666666,11327.5,13293.0,0.34873160519672436,0.4047314578005115,0.05599985260378715,-2.4536499999999997,668.0,215.0,1011,1015,2026,883.0,70.88845014807502,453.0,66.07319485657764,547.0,240.0,1072.0,1215.0,2287.0,787.0,57.402710975076516,307.0,51.026119402985074
E02000060,Barnet,9,8,12.445101666666666,15.246833333333333,21196.166666666668,18841.833333333332,0.65255115653798,0.5736765720781066,-0.07887458445987339,2.801731666666667,122.0,700.0,963,996,1959,822.0,43.593670239918325,-578.0,12.668743509865005,94.0,588.0,949.0,1147.0,2096.0,682.0,26.370229007633586,-494.0,9.905163329820864
E02000061,Barnet,9,8,11.763913200000001,13.7724,21907.4,20557.2,0.6744473862446894,0.6259042747533796,-0.04854311149130974,2.0084867999999982,92.0,681.0,1017,966,1983,773.0,31.594553706505295,-589.0,9.04621435594887,101.0,669.0,1080.0,1113.0,2193.0,770.0,30.81121751025992,-568.0,9.351851851851851
E02000062,Barnet,4,2,30.03649,33.443999999999996,8477.0,7230.0,0.26097530940213043,0.22013153087321885,-0.04084377852891158,3.407509999999995,476.0,129.0,722,573,1295,605.0,47.41621621621621,347.0,65.92797783933518,273.0,142.0,551.0,718.0,1269.0,415.0,30.548463356973997,131.0,49.546279491833026
E02000063,Barnet,7,5,20.5336675,22.8265,13738.25,12649.0,0.42294963364324856,0.3851236146632566,-0.03782601897999194,2.2928324999999994,194.0,414.0,682,712,1394,608.0,57.6154949784792,-220.0,28.445747800586513,163.0,390.0,577.0,773.0,1350.0,553.0,47.08888888888889,-227.0,28.249566724436743
E02000064,Barnet,6,5,23.0265525,22.33325,12750.5,13720.5,0.39254048396034724,0.41774753379612717,0.025207049835779927,-0.6933025000000015,400.0,277.0,730,669,1399,677.0,79.19942816297355,123.0,54.794520547945204,265.0,285.0,678.0,721.0,1399.0,550.0,53.98498927805576,-20.0,39.08554572271387
E02000065,Bexley,6,6,23.954655000000002,20.6815,11493.25,13867.5,0.35383443137737824,0.42222323712093535,0.0683888057435571,-3.2731550000000027,81.0,475.0,670,626,1296,556.0,29.6875,-394.0,12.08955223880597,70.0,333.0,475.0,477.0,952.0,403.0,24.485294117647058,-263.0,14.736842105263156
E02000066,Bexley,4,3,32.600928333333336,28.73,7416.833333333333,9269.833333333334,0.22833671982431294,0.2822382576218893,0.053901537797576365,-3.8709283333333353,280.0,271.0,697,775,1472,551.0,51.54891304347826,9.0,40.17216642754663,195.0,192.0,477.0,545.0,1022.0,387.0,36.634050880626226,3.0,40.88050314465409
E02000067,Bexley,5,4,27.705133999999997,25.4846,9625.6,10981.8,0.2963364324856844,0.33436244062842524,0.03802600814274082,-2.220533999999997,274.0,245.0,737,589,1326,519.0,50.625942684766216,29.0,37.177747625508815,297.0,258.0,744.0,620.0,1364.0,555.0,56.17741935483871,39.0,39.91935483870967
E02000068,Bexley,4,3,28.9580125,28.070999999999998,8977.0,9075.5,0.2763684502185826,0.2763213981244672,-4.705209411537403e-05,-0.8870125000000009,255.0,142.0,532,484,1016,397.0,35.639763779527556,113.0,47.93233082706767,227.0,164.0,569.0,590.0,1159.0,391.0,32.120793787748056,63.0,39.894551845342704
E02000069,Bexley,7,6,20.2833525,19.387999999999998,13962.5,15168.25,0.42985345729942737,0.4618271221532091,0.031973664853781725,-0.8953525000000013,133.0,189.0,392,313,705,322.0,35.65531914893617,-56.0,33.92857142857143,121.0,251.0,545.0,403.0,948.0,372.0,32.03691983122363,-130.0,22.201834862385322
E02000070,Bexley,8,8,13.6237608,13.2614,20085.6,21038.2,0.6183609383658641,0.6405492631835343,0.02218832481767019,-0.3623607999999994,77.0,202.0,441,342,783,279.0,19.86462324393359,-125.0,17.46031746031746,105.0,148.0,438.0,310.0,748.0,253.0,20.77540106951872,-43.0,23.972602739726025
E02000071,Bexley,8,7,17.2204168,17.6524,17744.0,17515.2,0.5462717812942552,0.5332846181951041,-0.012987163099151156,0.43198320000000123,91.0,213.0,405,364,769,304.0,25.20546163849155,-122.0,22.469135802469136,86.0,208.0,413.0,360.0,773.0,294.0,23.141009055627425,-122.0,20.823244552058114
E02000072,Bexley,3,2,34.38175714285715,31.800857142857144,7240.714285714285,8076.857142857143,0.22291466922339406,0.24591575760739076,0.0230010883839967,-2.5809000000000033,541.0,29.0,706,644,1350,570.0,11.621481481481482,512.0,76.62889518413598,510.0,48.0,879.0,625.0,1504.0,558.0,16.27659574468085,462.0,58.02047781569966
E02000073,Bexley,10,10,8.510438285714285,8.347428571428571,26155.14285714286,26764.714285714286,0.8052195941488474,0.8149042225585886,0.00968462840974127,-0.16300971428571387,0.0,259.0,430,345,775,259.0,0.0,-259.0,0.0,0.0,264.0,435.0,369.0,804.0,264.0,0.0,-264.0,0.0
E02000074,Bexley,4,3,30.925378000000002,29.85,7952.2,8252.2,0.2448186688011822,0.251254414809402,0.006435746008219834,-1.0753780000000006,254.0,113.0,443,383,826,367.0,34.74818401937046,141.0,57.33634311512416,188.0,80.0,381.0,321.0,702.0,268.0,21.424501424501425,108.0,49.343832020997375
E02000075,Bexley,10,10,9.4872812,9.1746,24872.8,26046.8,0.765741025798904,0.793045914017781,0.027304888218877,-0.3126812000000001,0.0,171.0,273,228,501,171.0,0.0,-171.0,0.0,0.0,236.0,361.0,299.0,660.0,236.0,0.0,-236.0,0.0
E02000077,Bexley,8,8,14.3356422,12.4078,20338.2,22453.6,0.6261375531063358,0.6836438923395445,0.05750633923320869,-1.9278422000000006,136.0,129.0,387,323,710,265.0,24.70985915492958,7.0,35.14211886304909,110.0,131.0,477.0,399.0,876.0,241.0,16.449771689497716,-21.0,23.060796645702304
E02000078,Bexley,9,9,11.110277,10.4048,22695.6,24171.8,0.6987131334277447,0.7359578614054317,0.037244727977687075,-0.7054770000000001,24.0,164.0,282,228,510,188.0,7.7176470588235295,-140.0,8.51063829787234,49.0,182.0,411.0,277.0,688.0,231.0,12.962209302325581,-133.0,11.922141119221411
E02000079,Bexley,9,8,12.863132799999999,12.970400000000001,20874.6,21317.6,0.6426513145742258,0.6490561441968092,0.0064048296225834855,0.10726720000000256,135.0,227.0,544,461,1005,362.0,30.492537313432837,-92.0,24.816176470588236,129.0,265.0,762.0,522.0,1284.0,394.0,26.623831775700936,-136.0,16.92913385826772
E02000080,Bexley,9,9,12.142843166666667,11.516166666666665,22370.5,23286.333333333332,0.6887045132688874,0.7089980919904194,0.020293578721532035,-0.6266765000000021,135.0,246.0,579,369,948,381.0,35.03164556962025,-111.0,23.316062176165804,83.0,268.0,495.0,481.0,976.0,351.0,22.790983606557376,-185.0,16.767676767676768
E02000081,Bexley,8,7,14.712399,16.2214,19616.6,18702.4,0.6039221722800321,0.5694312507611741,-0.03449092151885802,1.5090009999999996,135.0,108.0,391,291,682,243.0,21.378299120234605,27.0,34.52685421994885,155.0,141.0,488.0,367.0,855.0,296.0,25.56140350877193,14.0,31.762295081967213
E02000082,Bexley,10,10,9.344359166666667,8.834666666666667,24842.333333333332,26008.833333333332,0.7648030704184882,0.7918899443835504,0.027086873965062264,-0.5096924999999999,0.0,287.0,374,374,748,287.0,0.0,-287.0,0.0,0.0,300.0,555.0,406.0,961.0,300.0,0.0,-300.0,0.0
E02000083,Bexley,6,5,21.591526666666667,21.50583333333333,13952.0,14671.0,0.42953020134228187,0.446687370600414,0.017157169258132154,-0.08569333333333518,247.0,121.0,462,311,773,368.0,38.66364812419146,126.0,53.46320346320347,240.0,133.0,584.0,435.0,1019.0,373.0,31.324828263002946,107.0,41.0958904109589
E02000084,Bexley,10,10,8.798323,9.082857142857142,25429.428571428572,25659.0,0.7828775497638253,0.7812385823894774,-0.0016389673743478772,0.28453414285714196,0.0,317.0,490,418,908,317.0,0.0,-317.0,0.0,0.0,295.0,602.0,496.0,1098.0,295.0,0.0,-295.0,0.0
E02000085,Bexley,9,9,11.5616652,11.478200000000001,22324.8,22890.8,0.6872975801982637,0.6969553038606747,0.009657723662411022,-0.08346519999999913,99.0,198.0,424,392,816,297.0,24.022058823529413,-99.0,23.349056603773587,118.0,187.0,533.0,401.0,934.0,305.0,23.62526766595289,-69.0,22.138836772983115
E02000086,Bexley,10,10,7.0943888,7.5032,27573.8,27603.0,0.8488947724893787,0.8404274753379612,-0.008467297151417474,0.4088111999999997,0.0,217.0,364,318,682,217.0,0.0,-217.0,0.0,0.0,263.0,398.0,403.0,801.0,263.0,0.0,-263.0,0.0
